rank	word	korean	tier
2346	haz	해라	Top2001-3000
2347	hecha	만들어진	Top2001-3000
2348	herramienta	도구, 연장	Top2001-3000
2349	inmediato	즉각적인	Top2001-3000
2350	iv	4세, 4 (로마 숫자)	Top2001-3000
2351	jardín	정원	Top2001-3000
2352	llamadas	전화들, 부름들	Top2001-3000
2354	martínez	마르티네스 (성씨)	Top2001-3000
2355	minas	광산들	Top2001-3000
2356	máquina	기계	Top2001-3000
2357	personalidad	성격, 인격	Top2001-3000
2358	perspectiva	관점, 전망	Top2001-3000
2359	peña	바위, 페냐 (성씨)	Top2001-3000
2360	pierde	잃는다	Top2001-3000
2361	podían	그들은 할 수 있었다	Top2001-3000
2362	publica	출판하다 (3인칭 단수), 공공의	Top2001-3000
2363	quedarse	머무르다	Top2001-3000
2364	quiso	원했다	Top2001-3000
2365	recuperar	되찾다, 회복하다	Top2001-3000
2366	responde	대답한다	Top2001-3000
2367	rock	록	Top2001-3000
2368	salido	나간	Top2001-3000
2369	seguros	안전한, 보험들	Top2001-3000
2370	viajes	여행	Top2001-3000
2371	xd	ㅋㅋ (웃는 표정 이모티콘)	Top2001-3000
2372	agricultura	농업	Top2001-3000
2373	alemán	독일의, 독일인	Top2001-3000
2374	alternativa	대안, 대체	Top2001-3000
2375	amplio	넓은, 광범위한 (남성형)	Top2001-3000
2376	aquellas	저것들 (여성 복수형)	Top2001-3000
2377	arena	모래, 경기장	Top2001-3000
2378	argumento	논거, 줄거리	Top2001-3000
2379	ataques	공격, 발작	Top2001-3000
2380	bajos	낮은 (남성 복수형)	Top2001-3000
2381	by	by (영어 차용)	Top2001-3000
2382	caminar	걷다	Top2001-3000
2383	canales	채널, 수로들	Top2001-3000
2384	capaces	능력 있는	Top2001-3000
2385	cientos	수백	Top2001-3000
2386	co	공동-, co- (접두사)	Top2001-3000
2387	combate	전투, 싸움	Top2001-3000
2388	consulta	상담, 조회	Top2001-3000
2389	convertirse	변하다, 되다	Top2001-3000
2390	corresponde	해당하다 (3인칭 단수)	Top2001-3000
2391	daños	피해, 손해	Top2001-3000
2392	decidido	결정된, 단호한	Top2001-3000
2393	dejaron	그들이 두었다, 떠났다	Top2001-3000
2394	demostrar	증명하다, 보여주다	Top2001-3000
2395	dignidad	존엄, 품위	Top2001-3000
2396	enviar	보내다	Top2001-3000
2397	extremo	극단, 끝	Top2001-3000
2398	generar	생성하다, 발생시키다	Top2001-3000
2399	gol	골 (축구)	Top2001-3000
2400	inferior	하위의, 열등한	Top2001-3000
2401	mario	마리오 (인명)	Top2001-3000
2402	mental	정신적인	Top2001-3000
2403	montaña	산	Top2001-3000
2404	musical	음악의, 뮤지컬	Top2001-3000
2405	necesaria	필요한 (여성형)	Top2001-3000
2406	orgullo	자부심	Top2001-3000
2407	oriente	동쪽, 동방	Top2001-3000
2408	paciente	환자, 인내심 있는	Top2001-3000
2410	pasión	열정	Top2001-3000
2411	permitir	허락하다	Top2001-3000
2412	pieza	조각, 부품	Top2001-3000
2413	pintura	그림, 페인트	Top2001-3000
2414	pista	단서, 트랙	Top2001-3000
2415	poniendo	놓고 있는	Top2001-3000
2417	promoción	홍보, 승진	Top2001-3000
2418	quedo	남다	Top2001-3000
2419	reciente	최근의	Top2001-3000
2420	regresar	돌아가다	Top2001-3000
2421	relacionados	관련된	Top2001-3000
2424	robo	강도, 도둑질	Top2001-3000
2425	siglos	세기	Top2001-3000
2426	suyo	그의 것	Top2001-3000
2427	temperatura	온도, 기온	Top2001-3000
2428	tono	어조, 톤, 색조	Top2001-3000
2429	us	미국 (US), 너희에게	Top2001-3000
2430	variedad	다양성, 종류	Top2001-3000
2431	washington	워싱턴	Top2001-3000
2432	únicamente	오직, 단지	Top2001-3000
2433	academia	학원, 아카데미	Top2001-3000
2434	activa	활동적인 (여성형)	Top2001-3000
2436	agente	요원, 대리인	Top2001-3000
2437	antiguos	오래된, 고대의	Top2001-3000
2438	ausencia	부재, 결석	Top2001-3000
2439	bogotá	보고타 (콜롬비아 수도)	Top2001-3000
2440	cabello	머리카락	Top2001-3000
2441	cercano	가까운, 근접한	Top2001-3000
2442	considerar	고려하다, 여기다	Top2001-3000
2443	críticas	비평, 비판들	Top2001-3000
2444	dispuesto	준비되다, 의향 있다	Top2001-3000
2445	diálogo	대화, 담화	Top2001-3000
2446	enemigos	적들	Top2001-3000
2447	esfuerzos	노력들	Top2001-3000
2448	estadio	경기장, 스타디움	Top2001-3000
2449	et	et (라틴어 '그리고')	Top2001-3000
2450	goles	골들 (축구)	Top2001-3000
2451	incluyen	포함하다 (3인칭 복수)	Top2001-3000
2452	inicial	초기의, 처음의	Top2001-3000
2453	joder	제기랄, 젠장	Top2001-3000
2455	logró	달성했다, 해냈다	Top2001-3000
2456	líderes	지도자들	Top2001-3000
2457	madres	어머니들	Top2001-3000
2458	maestros	스승, 교사들	Top2001-3000
2459	molesta	귀찮게 하다, 성가신	Top2001-3000
2460	muere	죽다	Top2001-3000
2461	métodos	방법들	Top2001-3000
2462	obvio	분명한	Top2001-3000
2464	pacientes	환자들	Top2001-3000
2465	pidiendo	요청하고 있다	Top2001-3000
2466	plano	평면, 설계도, 평평한	Top2001-3000
2468	poquito	조금, 약간	Top2001-3000
2469	producir	생산하다, 만들다	Top2001-3000
2471	quieran	그들이 원하다	Top2001-3000
2472	risa	웃음	Top2001-3000
2473	rural	시골의, 농촌의	Top2001-3000
2474	ruso	러시아의, 러시아인	Top2001-3000
2475	servir	섬기다, 제공하다	Top2001-3000
2476	socialista	사회주의의	Top2001-3000
2477	triunfo	승리	Top2001-3000
2478	tropas	군대	Top2001-3000
2481	ánimo	기운, 용기	Top2001-3000
2482	absoluto	절대적인	Top2001-3000
2483	acceder	접근하다, 동의하다	Top2001-3000
2484	actor	배우	Top2001-3000
2485	andar	걷다, 다니다	Top2001-3000
2486	anti	반-, 대-	Top2001-3000
2487	apareció	나타났다	Top2001-3000
2488	asegurar	확실히 하다, 보장하다	Top2001-3000
2489	bar	바, 술집	Top2001-3000
2490	brazo	팔	Top2001-3000
2491	caballero	신사, 기사	Top2001-3000
2492	cuentan	말하다, 세다 (3인칭 복수)	Top2001-3000
2493	detalle	세부사항, 디테일	Top2001-3000
2494	díaz	디아스 (성씨)	Top2001-3000
2495	electrónico	전자의	Top2001-3000
2496	eliminar	제거하다	Top2001-3000
2497	entró	들어갔다	Top2001-3000
2498	especies	종, 종류들	Top2001-3000
2499	esperamos	우리는 기다리다, 바라다	Top2001-3000
2500	explicación	설명	Top2001-3000
2501	francesa	프랑스의, 프랑스 여자	Top2001-3000
2502	ganador	우승자	Top2001-3000
2503	george	조지	Top2001-3000
2504	hojas	잎들, 종이들	Top2001-3000
2505	iguales	같은	Top2001-3000
2506	implica	의미하다, 수반하다	Top2001-3000
2507	irse	떠나다, 가버리다	Top2001-3000
2508	legales	법적인, 합법적인	Top2001-3000
2509	marina	해군, 해양의	Top2001-3000
2510	mina	광산, 지뢰	Top2001-3000
2511	mm	음	Top2001-3000
2512	máxima	최대의	Top2001-3000
2513	múltiples	여러, 다수의	Top2001-3000
2514	nacido	태어난	Top2001-3000
2515	obviamente	분명히, 명백히	Top2001-3000
2516	olvidar	잊다	Top2001-3000
2517	parecido	비슷하다, 닮다	Top2001-3000
2518	piernas	다리들	Top2001-3000
2519	poeta	시인	Top2001-3000
2520	primaria	초등의, 1차의	Top2001-3000
2521	procedimiento	절차, 수술	Top2001-3000
2523	puse	놓았다	Top2001-3000
2524	quedaron	남았다, 머물렀다	Top2001-3000
2525	recuerdos	기억들, 추억들	Top2001-3000
2526	senado	상원	Top2001-3000
2527	soluciones	해결책들	Top2001-3000
2528	sube	올라가다, 올리다	Top2001-3000
2529	torres	탑들	Top2001-3000
2530	trump	트럼프	Top2001-3000
2531	tuviera	그가 가졌다면	Top2001-3000
2532	títulos	제목들, 학위	Top2001-3000
2533	unidas	연합된, 통합된	Top2001-3000
2534	utilizando	사용하면서	Top2001-3000
2536	voces	목소리들	Top2001-3000
2537	zapatos	신발	Top2001-3000
2538	afirma	단언하다, 확언하다	Top2001-3000
2540	andrés	안드레스 (이름)	Top2001-3000
2541	archivos	파일들, 기록보관소	Top2001-3000
2542	asia	아시아	Top2001-3000
2543	barco	배, 선박	Top2001-3000
2544	bomba	폭탄	Top2001-3000
2545	cayó	그는 떨어졌다	Top2001-3000
2546	cerveza	맥주	Top2001-3000
2547	clásico	고전적인, 클래식	Top2001-3000
2548	compañías	회사들	Top2001-3000
2549	consigue	얻다, 구하다	Top2001-3000
2550	cortes	법원, 자름	Top2001-3000
2551	cuadro	그림, 액자, 장면	Top2001-3000
2552	cuantas	얼마나 많은	Top2001-3000
2553	cuáles	어느 것들	Top2001-3000
2554	cámaras	카메라들	Top2001-3000
2555	declaraciones	선언, 진술	Top2001-3000
2556	dedos	손가락들	Top2001-3000
2557	delitos	범죄들	Top2001-3000
2558	demuestra	증명하다, 보여주다	Top2001-3000
2559	ed	에드	Top2001-3000
2560	eduardo	에두아르도 (이름)	Top2001-3000
2561	entendido	이해한, 알겠다	Top2001-3000
2562	federación	연맹, 연방	Top2001-3000
2563	gloria	영광	Top2001-3000
2564	granada	그라나다, 석류	Top2001-3000
2565	habido	있었던	Top2001-3000
2566	harry	해리	Top2001-3000
2567	impresión	인상, 느낌	Top2001-3000
2568	instalaciones	시설, 설비	Top2001-3000
2569	llegando	도착하고 있는	Top2001-3000
2570	llevaba	가지고 다녔다, 입고 있었다	Top2001-3000
2571	man	남자	Top2001-3000
2572	municipales	시의, 지자체의	Top2001-3000
2573	numerosos	수많은, 다수의	Top2001-3000
2574	oriental	동양의, 동쪽의	Top2001-3000
2576	presentan	제시하다, 소개하다	Top2001-3000
2577	responsables	책임있는, 담당자	Top2001-3000
2578	rápida	빠른	Top2001-3000
2579	saca	꺼내다, 빼다	Top2001-3000
2580	salvar	구하다, 살리다	Top2001-3000
2581	talento	재능	Top2001-3000
2582	torre	탑	Top2001-3000
2583	traer	가져오다	Top2001-3000
2584	utilizado	사용된	Top2001-3000
2585	venido	온, 왔던	Top2001-3000
2586	ventas	판매	Top2001-3000
2588	actores	배우들	Top2001-3000
2589	aniversario	기념일	Top2001-3000
2591	aquello	저것	Top2001-3000
2592	aviso	경고, 알림	Top2001-3000
2593	cien	백	Top2001-3000
2594	comparación	비교	Top2001-3000
2595	compras	쇼핑, 네가 산다	Top2001-3000
2596	comunista	공산주의의, 공산주의자	Top2001-3000
2597	conocen	그들은 알다	Top2001-3000
2598	contó	그는 말했다, 셌다	Top2001-3000
2599	darse	자신에게 주다, 깨닫다	Top2001-3000
2600	deportes	스포츠	Top2001-3000
2601	dientes	치아들, 이빨	Top2001-3000
2602	dificultades	어려움들, 곤란	Top2001-3000
2603	echar	던지다, 내보내다	Top2001-3000
2604	ejecución	실행, 집행	Top2001-3000
2605	entorno	환경, 주위	Top2001-3000
2606	estando	있는 상태로	Top2001-3000
2607	europeos	유럽의, 유럽인들	Top2001-3000
2608	expertos	전문가들	Top2001-3000
2609	extensión	확장, 범위	Top2001-3000
2610	figuras	인물들, 형상	Top2001-3000
2611	físico	신체의, 물리학자	Top2001-3000
2612	homenaje	경의, 헌사	Top2001-3000
2613	interna	내부의, 내적인	Top2001-3000
2614	leo	읽다, 사자자리	Top2001-3000
2615	leído	읽은	Top2001-3000
2616	listas	목록들, 준비된	Top2001-3000
2619	meta	목표, 골	Top2001-3000
2620	morales	도덕적인, 모랄레스	Top2001-3000
2621	muchísimo	매우 많이	Top2001-3000
2622	muestran	보여주다, 나타내다	Top2001-3000
2623	oficinas	사무실들	Top2001-3000
2624	papeles	서류들, 종이들	Top2001-3000
2625	pensado	생각한	Top2001-3000
2626	petróleo	석유	Top2001-3000
2627	piden	요구하다, 부탁하다	Top2001-3000
2628	posteriormente	이후에, 나중에	Top2001-3000
2629	potencial	잠재력	Top2001-3000
2630	presentes	현재의, 참석한	Top2001-3000
2631	profundo	깊다	Top2001-3000
2632	regla	규칙, 자	Top2001-3000
2633	regular	규칙적인, 조절하다	Top2001-3000
2634	renta	소득, 수입	Top2001-3000
2635	ricos	부유한, 맛있는	Top2001-3000
2636	serían	~일 것이다	Top2001-3000
2637	señala	지적하다, 가리키다	Top2001-3000
2638	taller	작업실, 워크숍	Top2001-3000
2639	textos	텍스트, 문서들	Top2001-3000
2640	ventaja	이점, 유리	Top2001-3000
2642	adultos	성인들, 어른들	Top2001-3000
2643	afecta	영향을 미치다	Top2001-3000
2644	baile	춤, 무도회	Top2001-3000
2645	blancos	흰색의, 표적들	Top2001-3000
2647	ciudadanía	시민권, 시민의식	Top2001-3000
2648	conocimientos	지식	Top2001-3000
2650	creemos	우리는 믿다	Top2001-3000
2651	dedicado	헌신한, 전념한	Top2001-3000
2652	descubrir	발견하다, 알아내다	Top2001-3000
2653	desea	원하다, 바라다	Top2001-3000
2654	enseñanza	교육, 가르침	Top2001-3000
2655	entidad	기관, 단체	Top2001-3000
2656	entrenamiento	훈련	Top2001-3000
2657	enviado	보내진, 사절	Top2001-3000
2658	espectáculo	쇼, 공연	Top2001-3000
2660	estés	네가 있다	Top2001-3000
2661	felices	행복한	Top2001-3000
2662	fenómeno	현상	Top2001-3000
2663	fuimos	우리는 갔다, 우리는 ~였다	Top2001-3000
2664	funcionamiento	작동, 운영	Top2001-3000
2665	guste	마음에 들다	Top2001-3000
2666	horrible	끔찍한, 무서운	Top2001-3000
2667	huevo	계란	Top2001-3000
2669	informes	보고서, 리포트	Top2001-3000
2670	intelectual	지적인, 지식인	Top2001-3000
2671	javier	하비에르 (이름)	Top2001-3000
2672	lanzamiento	발사, 출시	Top2001-3000
2673	llevaron	그들은 데려갔다	Top2001-3000
2674	martin	마틴	Top2001-3000
2675	moderna	현대의, 근대의	Top2001-3000
2676	ocurrido	일어난	Top2001-3000
2677	pared	벽	Top2001-3000
2678	paro	실업, 정지	Top2001-3000
2679	particularmente	특히, 특별히	Top2001-3000
2681	pensamientos	생각	Top2001-3000
2682	preocupa	걱정시키다	Top2001-3000
2683	propiedades	속성, 재산	Top2001-3000
2684	provincial	주의, 지방의	Top2001-3000
2685	residencia	거주지, 주거	Top2001-3000
2686	ríos	강들	Top2001-3000
2687	sonrisa	미소	Top2001-3000
2688	tareas	일, 과제	Top2001-3000
2689	vecino	이웃, 이웃집 사람	Top2001-3000
2690	vehículos	차량들	Top2001-3000
2691	veía	보고 있었다	Top2001-3000
2692	abogados	변호사들	Top2001-3000
2693	abuelo	할아버지	Top2001-3000
2694	aplicaciones	응용, 애플리케이션	Top2001-3000
2695	australia	호주	Top2001-3000
2696	basado	기반을 둔, 근거한	Top2001-3000
2697	bella	아름다운	Top2001-3000
2698	california	캘리포니아	Top2001-3000
2699	colonia	식민지, 향수	Top2001-3000
2700	come	먹다	Top2001-3000
2701	comunicaciones	통신, 커뮤니케이션	Top2001-3000
2702	cooperación	협력, 협동	Top2001-3000
2703	correcta	올바른, 정확한	Top2001-3000
2704	darte	너에게 주다	Top2001-3000
2706	debió	해야 했다	Top2001-3000
2707	declaró	선언했다, 진술했다	Top2001-3000
2709	discutir	논쟁하다, 토론하다	Top2001-3000
2710	elemento	요소, 원소	Top2001-3000
2711	encuesta	설문조사	Top2001-3000
2712	entradas	입장권, 입구, 티켓	Top2001-3000
2716	forman	구성하다, 형성하다	Top2001-3000
2717	franco	솔직한	Top2001-3000
2718	frases	문구, 구절	Top2001-3000
2719	grados	도, 학위	Top2001-3000
2720	hubieran	그들이 있었더라면	Top2001-3000
2721	individual	개별의, 개인의	Top2001-3000
2722	individuos	개인들	Top2001-3000
2723	infancia	어린 시절	Top2001-3000
2724	infraestructura	기반시설, 인프라	Top2001-3000
2725	ingeniería	공학, 엔지니어링	Top2001-3000
2726	interpretación	해석, 통역	Top2001-3000
2727	is	이즈	Top2001-3000
2728	jueces	판사들	Top2001-3000
2729	legislación	입법, 법률	Top2001-3000
2730	liberal	자유주의의, 진보적인	Top2001-3000
2732	lógica	논리	Top2001-3000
2733	manejo	운영, 다룸	Top2001-3000
2734	ministros	장관들	Top2001-3000
2735	moreno	갈색 머리의, 모레노	Top2001-3000
2736	oscuro	어두운	Top2001-3000
2737	oído	귀, 들었다	Top2001-3000
2738	partida	출발, 경기, 시합	Top2001-3000
2739	permiten	허락하다, 허용하다	Top2001-3000
2740	personalmente	개인적으로	Top2001-3000
2741	ponerse	입다, 되다	Top2001-3000
2742	preguntó	물었다	Top2001-3000
2743	princesa	공주	Top2001-3000
2744	progreso	진전, 발전	Top2001-3000
2745	puesta	놓기, 일몰	Top2001-3000
2746	rol	역할	Top2001-3000
2747	seguimos	우리는 계속하다, 따르다	Top2001-3000
2748	sujeto	대상, 주체	Top2001-3000
2749	torneo	토너먼트, 대회	Top2001-3000
2750	trabajan	그들은 일한다	Top2001-3000
2751	tradicionales	전통적인	Top2001-3000
2752	turno	차례, 순번	Top2001-3000
2754	venezolano	베네수엘라의, 베네수엘라인	Top2001-3000
2756	vivimos	우리는 산다	Top2001-3000
2757	algun	어떤	Top2001-3000
2758	aprobación	승인, 찬성	Top2001-3000
2759	católica	가톨릭의	Top2001-3000
2760	celebración	축하, 기념	Top2001-3000
2762	cerrado	닫힌	Top2001-3000
2763	ciclo	주기, 사이클	Top2001-3000
2764	científico	과학자, 과학적인	Top2001-3000
2765	conde	백작	Top2001-3000
2766	crecer	자라다	Top2001-3000
2767	criminal	범죄자, 범죄의	Top2001-3000
2768	círculo	원, 동그라미	Top2001-3000
2769	decidir	결정하다	Top2001-3000
2770	dirigido	지휘된, 향한	Top2001-3000
2771	escritores	작가들	Top2001-3000
2772	establecido	확립된, 설립된	Top2001-3000
2773	evidente	명백한, 분명한	Top2001-3000
2774	excepción	예외	Top2001-3000
2775	exteriores	외부의, 외무의	Top2001-3000
2776	falso	가짜다, 거짓이다	Top2001-3000
2777	formato	형식, 포맷	Top2001-3000
2778	graves	심각한, 중대한	Top2001-3000
2780	habló	말했다	Top2001-3000
2781	hierro	철, 쇠	Top2001-3000
2782	ja	하	Top2001-3000
2783	juro	나는 맹세하다	Top2001-3000
2784	lago	호수	Top2001-3000
2785	logrado	달성한, 해낸	Top2001-3000
2786	mercados	시장들	Top2001-3000
2787	modos	방법, 방식	Top2001-3000
2788	monte	산	Top2001-3000
2789	norma	규범, 규칙	Top2001-3000
2790	olor	냄새	Top2001-3000
2791	perdiendo	잃고 있는	Top2001-3000
2792	peter	피터	Top2001-3000
2793	pleno	완전한, 충만한	Top2001-3000
2794	ponga	놓다	Top2001-3000
2795	porcentaje	백분율, 비율	Top2001-3000
2796	posterior	이후의, 뒤의	Top2001-3000
2797	potencia	힘, 강국	Top2001-3000
2798	preparado	준비된	Top2001-3000
2799	pretende	의도하다, 추구하다	Top2001-3000
2800	publicada	출판된, 공개된	Top2001-3000
2801	reformas	개혁, 수리	Top2001-3000
2802	ricardo	리카르도 (이름)	Top2001-3000
2803	riqueza	부, 풍요	Top2001-3000
2805	saludo	인사	Top2001-3000
2806	sierra	산맥, 톱	Top2001-3000
2807	sucedió	일어났다, 발생했다	Top2001-3000
2808	tabla	표, 판	Top2001-3000
2809	utilizan	사용하다	Top2001-3000
2810	vs	대 (versus)	Top2001-3000
2811	acuerdos	합의, 협정	Top2001-3000
2812	bienestar	복지, 행복	Top2001-3000
2814	castilla	카스티야 (지역)	Top2001-3000
2815	concentración	집중, 농도	Top2001-3000
2816	conseguido	얻은, 성취한	Top2001-3000
2817	copia	복사본	Top2001-3000
